transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour,day_of_week,is_weekend,is_late_night,amount_deviation,transactions_last_1h,recipient_repeat_count,previous_device,previous_location,device_changed,location_changed,fraud_label,user_avg_amount,user_median_amount,user_max_amount,user_transaction_count,iqr_anomaly,isolation_prediction,isolation_anomaly,isolation_score,transaction_hour,time_series_anomaly,burst_anomaly,risk_iqr,risk_isolation,risk_burst,risk_device,risk_location,risk_late_night,risk_time_series,risk_score,risk_level,is_suspicious,number_of_signals,risk_score_range,improved_risk_score,improved_is_suspicious,final_risk_score,final_is_suspicious,final_risk_level
TXN_005067,2026-09-17 02:20:42.793653,USER_0561,USER_0144,436.65,Education,P2P,Jaipur,iOS,Other,2,3,0,1,0.3810719293448222,6.0,0,Android,Chennai,1,1,1,1145.8466666666666,431.465,5045.56,12,0,-1,1,0.01285726016080857,2026-09-17 02:00:00,0,1,0,30,20,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",75,1,75,1,Critical
TXN_009371,2026-09-20 02:04:42.793653,USER_0568,USER_0789,1392.8,Entertainment,P2P,Delhi,Android,BHIM,2,6,1,1,0.9903519258373737,18.0,0,iOS,Chennai,1,1,1,1406.3687499999999,839.895,5737.24,8,0,-1,1,0.10814056055910026,2026-09-20 02:00:00,0,1,0,30,20,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",75,1,75,1,Critical
TXN_000781,2026-09-14 02:54:42.793653,USER_0729,USER_0453,501.18,Shopping,P2M,Bangalore,iOS,BHIM,2,0,0,1,0.31710173700061584,11.0,0,Android,Delhi,1,1,1,1580.5022222222224,362.02,11725.81,9,0,-1,1,0.06023899990768,2026-09-14 02:00:00,0,1,0,30,20,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",75,1,75,1,Critical
TXN_009287,2026-09-20 00:40:42.793653,USER_0762,USER_0041,40.26,Grocery,P2P,Chennai,Web,Paytm,0,6,1,1,0.08418210880434177,15.0,0,iOS,Pune,1,1,1,478.24888888888887,308.39,1113.37,9,0,-1,1,0.09962021320912906,2026-09-20 00:00:00,0,1,0,30,20,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",75,1,75,1,Critical
TXN_000682,2026-09-14 01:15:42.793653,USER_0769,USER_0410,479.86,Food,P2P,Jaipur,Web,BHIM,1,0,0,1,0.702250132523342,12.0,0,Android,Kolkata,1,1,1,683.3177777777778,293.91,2774.91,9,0,-1,1,0.06476200976592705,2026-09-14 01:00:00,0,1,0,30,20,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",75,1,75,1,Critical
TXN_005068,2026-09-17 02:21:42.793653,USER_0591,USER_0771,1241.8,Travel,P2M,Jaipur,iOS,PhonePe,2,3,0,1,1.7607797779528804,6.0,0,Android,Bangalore,1,1,1,705.2557142857142,347.31,1729.21,7,0,-1,1,0.03660097837606313,2026-09-17 02:00:00,0,1,0,30,20,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",75,1,75,1,Critical
TXN_006717,2026-09-18 05:50:42.793653,USER_0661,USER_0279,141.61,Entertainment,P2P,Mumbai,Android,PhonePe,5,4,0,1,0.348548968933398,13.0,0,Web,Jaipur,1,1,1,406.284375,245.675,1512.41,16,0,-1,1,0.06784885525583806,2026-09-18 05:00:00,0,1,0,30,20,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",75,1,75,1,Critical
TXN_003528,2026-09-16 00:41:42.793653,USER_0773,USER_0141,505.28,Bills,P2P,Bangalore,Web,Paytm,0,2,0,1,0.552496336956284,8.0,0,Web,Hyderabad,0,1,1,914.54,406.37,2785.87,4,0,-1,1,0.04769208068817865,2026-09-16 00:00:00,0,1,0,30,20,0,10,5,0,65,High,1,4,"(60.0, 70.0]",70,1,70,1,Critical
TXN_005255,2026-09-17 05:28:42.793653,USER_0784,USER_0079,336.84,Education,P2M,Jaipur,Android,Other,5,3,0,1,0.577090860029682,6.0,0,Android,Mumbai,0,1,1,583.68625,400.67499999999995,2166.63,8,0,-1,1,0.022633104459265363,2026-09-17 05:00:00,0,1,0,30,20,0,10,5,0,65,High,1,4,"(60.0, 70.0]",70,1,70,1,Critical
TXN_001011,2026-09-14 06:44:42.793653,USER_0779,USER_0855,165.8,Bills,P2M,Hyderabad,Web,BHIM,6,0,0,0,0.1903574257854209,9.0,0,iOS,Jaipur,1,1,1,870.993076923077,419.62,5418.19,13,0,-1,1,0.0006371940340748061,2026-09-14 06:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_001363,2026-09-14 12:36:42.793653,USER_0805,USER_0678,112.26,Travel,P2P,Chennai,Web,Other,12,0,0,0,0.19951412708980718,14.0,0,iOS,Mumbai,1,1,1,562.6669230769231,367.36,1530.71,13,0,-1,1,0.04790109919725871,2026-09-14 12:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_004624,2026-09-16 18:57:42.793653,USER_0429,USER_0238,425.35,Travel,P2M,Chennai,iOS,Google Pay,18,2,0,0,0.5052059635600824,12.0,0,Android,Jaipur,1,1,1,841.9338461538462,520.35,4348.29,13,0,-1,1,0.03654546775115641,2026-09-16 18:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_009732,2026-09-20 08:05:42.793653,USER_0791,USER_0138,1023.65,Healthcare,P2M,Bangalore,iOS,Other,8,6,1,0,2.1259926516401646,11.0,0,Web,Chennai,1,1,1,481.4927272727273,341.21,1523.22,11,0,-1,1,0.07317608499056294,2026-09-20 08:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_006314,2026-09-17 23:07:42.793653,USER_0509,USER_0284,693.94,Entertainment,P2P,Delhi,Web,PhonePe,23,3,0,0,1.3220606115188906,10.0,0,iOS,Jaipur,1,1,1,524.8927272727273,338.2,2512.59,11,0,-1,1,0.024748484590480846,2026-09-17 23:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_008426,2026-09-19 10:19:42.793653,USER_0664,USER_0790,206.53,Education,P2M,Pune,iOS,Other,10,5,1,0,0.22656851951994195,6.0,0,Android,Jaipur,1,1,1,911.5564705882354,299.22,4259.25,17,0,-1,1,0.0019439361543789335,2026-09-19 10:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_006102,2026-09-17 19:35:42.793653,USER_0650,USER_0485,1578.79,Entertainment,P2M,Chennai,iOS,Google Pay,19,3,0,0,1.4141404490649891,7.0,0,Android,Pune,1,1,1,1116.4308333333333,975.14,2910.77,12,0,-1,1,0.012094360884956967,2026-09-17 19:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_003045,2026-09-15 16:38:42.793653,USER_0664,USER_0565,64.26,Entertainment,P2P,Kolkata,iOS,PhonePe,16,1,0,0,0.0704948097823632,8.0,0,Android,Bangalore,1,1,1,911.5564705882354,299.22,4259.25,17,0,-1,1,0.007516783302934149,2026-09-15 16:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_004767,2026-09-16 21:20:42.793653,USER_0942,USER_0173,137.21,Shopping,P2P,Kolkata,Web,Google Pay,21,2,0,0,0.0347515860587406,13.0,0,Android,Delhi,1,1,1,3948.3089999999997,864.0899999999999,28236.8,10,0,-1,1,0.04923177506515186,2026-09-16 21:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_007399,2026-09-18 17:12:42.793653,USER_0571,USER_0559,216.63,Education,P2M,Kolkata,Web,PhonePe,17,4,0,0,0.34137962474152994,11.0,0,Android,Pune,1,1,1,634.5721428571429,294.66999999999996,2985.92,14,0,-1,1,0.020548128339461846,2026-09-18 17:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_005716,2026-09-17 13:09:42.793653,USER_0571,USER_0332,318.58,Travel,P2M,Pune,Android,PhonePe,13,3,0,0,0.5020390566872391,9.0,0,iOS,Jaipur,1,1,1,634.5721428571429,294.66999999999996,2985.92,14,0,-1,1,0.00033072653490084924,2026-09-17 13:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_004547,2026-09-16 17:40:42.793653,USER_0673,USER_0101,221.36,Travel,P2M,Kolkata,iOS,Other,17,2,0,0,0.43743231813834377,17.0,0,Web,Bangalore,1,1,1,506.044,343.74,1262.91,10,0,-1,1,0.05548172758092729,2026-09-16 17:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_007054,2026-09-18 11:27:42.793653,USER_0699,USER_0597,1384.61,Bills,P2P,Kolkata,iOS,Paytm,11,4,0,0,2.0483325673551263,11.0,0,Android,Pune,1,1,1,675.9693333333333,328.34,2475.03,15,0,-1,1,0.047048702229584904,2026-09-18 11:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_008091,2026-09-19 04:44:42.793653,USER_0372,USER_0472,403.86,Grocery,P2P,Chennai,Android,Paytm,4,5,1,1,0.32089054157131963,14.0,0,Android,Pune,0,1,1,1258.56,651.84,3295.67,5,0,-1,1,0.09714889452730946,2026-09-19 04:00:00,0,1,0,30,20,0,10,5,0,65,High,1,4,"(60.0, 70.0]",70,1,70,1,Critical
TXN_007560,2026-09-18 19:53:42.793653,USER_0388,USER_0593,582.42,Education,P2M,Hyderabad,Web,BHIM,19,4,0,0,1.021531402593029,17.0,0,Android,Kolkata,1,1,1,570.144,328.055,1668.9,10,0,-1,1,0.06687736751168993,2026-09-18 19:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_004939,2026-09-17 00:12:42.793653,USER_0744,USER_0134,298.33,Grocery,P2M,Chennai,Android,Paytm,0,3,0,1,0.5991795500077827,10.0,0,Web,Chennai,1,0,1,497.8975,500.58500000000004,1067.82,8,0,-1,1,0.08697464090108353,2026-09-17 00:00:00,0,1,0,30,20,15,0,5,0,70,High,1,4,"(60.0, 70.0]",70,1,70,1,Critical
TXN_005577,2026-09-17 10:50:42.793653,USER_0749,USER_0629,440.69,Education,P2P,Delhi,Android,Google Pay,10,3,0,0,0.7317851102856646,8.0,0,iOS,Chennai,1,1,1,602.2123076923077,461.86,2257.7,13,0,-1,1,0.002907413564155137,2026-09-17 10:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_006515,2026-09-18 02:28:42.793653,USER_0485,USER_0393,105.04,Entertainment,P2M,Chennai,iOS,PhonePe,2,4,0,1,0.1825173678420436,9.0,0,iOS,Hyderabad,0,1,1,575.506875,405.78499999999997,2464.05,16,0,-1,1,0.05486170209886587,2026-09-18 02:00:00,0,1,0,30,20,0,10,5,0,65,High,1,4,"(60.0, 70.0]",70,1,70,1,Critical
TXN_006810,2026-09-18 07:23:42.793653,USER_0721,USER_0056,108.11,Food,P2M,Hyderabad,iOS,PhonePe,7,4,0,0,0.21957226972524158,12.0,0,Android,Chennai,1,1,1,492.3663636363636,397.03,1142.9,11,0,-1,1,0.035053467575561714,2026-09-18 07:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_004859,2026-09-16 22:52:42.793653,USER_0691,USER_0805,665.32,Bills,P2P,Chennai,Web,Other,22,2,0,0,0.7413910461122157,17.0,0,Android,Delhi,1,1,1,897.3941666666666,463.40999999999997,4493.49,12,0,-1,1,0.06406259867983821,2026-09-16 22:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_000416,2026-09-13 20:49:42.793653,USER_0161,USER_0434,784.27,Shopping,P2M,Kolkata,Web,Other,20,6,1,0,1.8236068120982993,12.0,0,Android,Mumbai,1,1,1,430.0652941176471,272.89,1323.91,17,0,-1,1,0.08099959734911544,2026-09-13 20:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_008885,2026-09-19 17:58:42.793653,USER_0820,USER_0378,264.38,Bills,P2M,Bangalore,Web,Google Pay,17,5,1,0,0.37820488644802014,12.0,0,iOS,Mumbai,1,1,1,699.039090909091,507.03,2979.81,11,0,-1,1,0.06048696949931176,2026-09-19 17:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_002096,2026-09-15 00:49:42.793653,USER_0817,USER_0118,712.29,Education,P2M,Delhi,Android,Paytm,0,1,0,1,1.582533928763696,19.0,0,Android,Kolkata,0,1,1,450.09461538461534,328.91,1129.85,13,0,-1,1,0.09768467125738722,2026-09-15 00:00:00,0,1,0,30,20,0,10,5,0,65,High,1,4,"(60.0, 70.0]",70,1,70,1,Critical
TXN_003688,2026-09-16 03:21:42.793653,USER_0874,USER_0225,258.78,Entertainment,P2M,Hyderabad,Web,Other,3,2,0,1,0.6956451612903225,13.0,0,Web,Jaipur,0,1,1,372.0,291.37,842.59,6,0,-1,1,0.07612750866243922,2026-09-16 03:00:00,0,1,0,30,20,0,10,5,0,65,High,1,4,"(60.0, 70.0]",70,1,70,1,Critical
TXN_003051,2026-09-15 16:44:42.793653,USER_0857,USER_0317,478.21,Education,P2M,Mumbai,Android,BHIM,16,1,0,0,1.2777224845865591,17.0,0,iOS,Jaipur,1,1,1,374.2675,443.25,672.51,8,0,-1,1,0.06491946001772408,2026-09-15 16:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_003007,2026-09-15 16:00:42.793653,USER_0084,USER_0991,460.22,Entertainment,P2M,Mumbai,Android,Other,16,1,0,0,0.3236178855050823,11.0,0,iOS,Hyderabad,1,1,1,1422.1092857142855,660.86,5753.2,14,0,-1,1,0.029331484904740912,2026-09-15 16:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_002367,2026-09-15 05:20:42.793653,USER_0157,USER_0544,176.39,Grocery,P2M,Jaipur,Web,Paytm,5,1,0,1,0.34904936043566365,16.0,0,Web,Chennai,0,1,1,505.34399999999994,305.03499999999997,1096.77,10,0,-1,1,0.0823823499249553,2026-09-15 05:00:00,0,1,0,30,20,0,10,5,0,65,High,1,4,"(60.0, 70.0]",70,1,70,1,Critical
TXN_002772,2026-09-15 12:05:42.793653,USER_0012,USER_0088,340.59,Healthcare,P2M,Hyderabad,Android,PhonePe,12,1,0,0,0.12177940451722127,12.0,0,Web,Chennai,1,1,1,2796.7783333333336,358.775,32067.9,18,0,-1,1,0.040634157631627144,2026-09-15 12:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_005722,2026-09-17 13:15:42.793653,USER_0162,USER_0940,1697.69,Food,P2P,Mumbai,Web,Other,13,3,0,0,2.5005038497558076,18.0,0,Android,Delhi,1,1,1,678.9391666666667,497.785,1697.69,12,0,-1,1,0.08024534586828636,2026-09-17 13:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_006312,2026-09-17 23:05:42.793653,USER_0584,USER_0066,496.7,Food,P2M,Hyderabad,iOS,Google Pay,23,3,0,0,0.8011602602789625,18.0,0,Web,Delhi,1,1,1,619.9758333333333,395.115,1842.5,12,0,-1,1,0.0666243292137304,2026-09-17 23:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_008654,2026-09-19 14:07:42.793653,USER_0973,USER_0472,845.49,Shopping,P2P,Hyderabad,Web,Other,14,5,1,0,1.9209812153357182,18.0,1,Android,Mumbai,1,1,1,440.13444444444445,297.52,1718.41,18,0,-1,1,0.14563329035111994,2026-09-19 14:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_009654,2026-09-20 06:47:42.793653,USER_0355,USER_0223,224.43,Shopping,P2P,Chennai,Web,PhonePe,6,6,1,0,0.437275834354882,14.0,0,iOS,Hyderabad,1,1,1,513.2458333333333,338.515,2079.6,12,0,-1,1,0.06938460927230905,2026-09-20 06:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_008788,2026-09-19 16:21:42.793653,USER_0498,USER_0840,437.51,Travel,P2P,Pune,Android,Other,16,5,1,0,0.7669643150617391,14.0,0,iOS,Chennai,1,1,1,570.44375,422.205,1786.08,8,0,-1,1,0.07475783072307896,2026-09-19 16:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_007167,2026-09-18 13:20:42.793653,USER_0481,USER_0192,939.31,Bills,P2P,Kolkata,Web,Google Pay,13,4,0,0,1.9075253677391404,7.0,0,Android,Chennai,1,1,1,492.42333333333335,309.90999999999997,1335.09,12,0,-1,1,0.007511212207857665,2026-09-18 13:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_008542,2026-09-19 12:15:42.793653,USER_0067,USER_0755,472.7,Grocery,P2P,Bangalore,Web,Google Pay,12,5,1,0,0.5395268781858567,18.0,0,iOS,Mumbai,1,1,1,876.1379999999999,472.7,1978.07,5,0,-1,1,0.08617143481833467,2026-09-19 12:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_005820,2026-09-17 14:53:42.793653,USER_0945,USER_0458,409.03,Food,P2P,Kolkata,Web,BHIM,14,3,0,0,0.6150387754258154,10.0,0,iOS,Mumbai,1,1,1,665.0475,361.875,2906.78,12,0,-1,1,0.016819033093363966,2026-09-17 14:00:00,0,1,0,30,20,15,10,0,0,75,High,1,4,"(70.0, 80.0]",70,1,70,1,Critical
TXN_002007,2026-09-14 23:20:42.793653,USER_0490,USER_0134,1732.79,Grocery,P2P,Bangalore,Android,BHIM,23,0,0,0,1.151630444655446,12.0,0,iOS,Bangalore,1,0,1,1504.6406666666667,755.66,9481.33,15,0,-1,1,0.10006075828506189,2026-09-14 23:00:00,0,1,0,30,20,15,0,0,0,65,High,1,3,"(60.0, 70.0]",65,1,65,1,High
TXN_008517,2026-09-19 11:50:42.793653,USER_0480,USER_0504,856.43,Education,P2P,Bangalore,Android,PhonePe,11,5,1,0,1.767310847202303,10.0,0,Web,Bangalore,1,0,1,484.59499999999997,325.01,1135.32,12,0,-1,1,0.0989578767265531,2026-09-19 11:00:00,0,1,0,30,20,15,0,0,0,65,High,1,3,"(60.0, 70.0]",65,1,65,1,High
TXN_009398,2026-09-20 02:31:42.793653,USER_0538,USER_0422,2401.53,Entertainment,P2M,Pune,Android,BHIM,2,6,1,1,3.991820470432504,0.0,0,iOS,Jaipur,1,1,1,601.6127272727273,487.11,2401.53,11,1,-1,1,0.01586571314511076,2026-09-20 02:00:00,0,0,20,30,0,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",65,1,65,1,High
TXN_002061,2026-09-15 00:14:42.793653,USER_0477,USER_0868,6053.92,Bills,P2M,Chennai,Android,BHIM,0,1,0,1,5.126029975337605,0.0,0,Web,Hyderabad,1,1,0,1181.0153333333333,777.53,6053.92,15,1,-1,1,0.053623922859177386,2026-09-15 00:00:00,0,0,20,30,0,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",65,1,65,1,High
TXN_004948,2026-09-17 00:21:42.793653,USER_0547,USER_0050,3192.1,Healthcare,P2M,Kolkata,iOS,Paytm,0,3,0,1,3.3775041957028837,1.0,0,Android,Chennai,1,1,0,945.1061538461539,364.11,5092.27,13,1,-1,1,0.043996701433905216,2026-09-17 00:00:00,0,0,20,30,0,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",65,1,65,1,High
TXN_004225,2026-09-16 12:18:42.793653,USER_0483,USER_0487,622.15,Bills,P2P,Mumbai,Android,BHIM,12,2,0,0,0.6036503129986389,18.0,0,Android,Chennai,0,1,1,1030.6463636363637,622.15,6382.69,11,0,-1,1,0.0759575946030081,2026-09-16 12:00:00,0,1,0,30,20,0,10,0,0,60,High,1,3,"(50.0, 60.0]",65,1,65,1,High
TXN_009350,2026-09-20 01:43:42.793653,USER_0499,USER_0135,3236.61,Entertainment,P2P,Hyderabad,Web,Paytm,1,6,1,1,5.742401028023526,0.0,0,iOS,Pune,1,1,0,563.6335714285715,286.44,3236.61,14,1,-1,1,0.05780159620786207,2026-09-20 01:00:00,0,0,20,30,0,15,10,5,0,80,Critical,1,5,"(70.0, 80.0]",65,1,65,1,High
TXN_008658,2026-09-19 14:11:42.793653,USER_0439,USER_0534,763.15,Grocery,P2M,Bangalore,Android,Paytm,14,5,1,0,0.8490034976963857,6.0,0,Android,Pune,0,1,1,898.8773333333334,687.89,4078.7,15,0,-1,1,0.027260413793982807,2026-09-19 14:00:00,0,1,0,30,20,0,10,0,0,60,High,1,3,"(50.0, 60.0]",65,1,65,1,High
