transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour,day_of_week,is_weekend,is_late_night,amount_deviation,transactions_last_1h,recipient_repeat_count,previous_device,previous_location,device_changed,location_changed,fraud_label,user_avg_amount,user_median_amount,user_max_amount,user_transaction_count
TXN_000091,2026-09-12 18:05:52.117962,USER_0002,USER_0888,86.92,Shopping,P2P,Mumbai,iOS,Other,18,5,1,0,0.07154622637281631,0.0,0,,,0,0,0,1214.878888888889,685.74,4075.97,9
TXN_000285,2026-09-12 21:19:52.117962,USER_0002,USER_0952,2419.38,Food,P2P,Pune,Web,Paytm,21,5,1,0,1.9914577676238419,0.0,0,iOS,Mumbai,1,1,0,1214.878888888889,685.74,4075.97,9
TXN_000368,2026-09-12 22:42:52.117962,USER_0002,USER_0195,685.74,Bills,P2M,Mumbai,iOS,Google Pay,22,5,1,0,0.5644513261952951,0.0,0,Web,Pune,1,1,0,1214.878888888889,685.74,4075.97,9
TXN_002503,2026-09-14 10:17:52.117962,USER_0002,USER_0338,144.18,Travel,P2P,Pune,iOS,PhonePe,10,0,0,0,0.11867849653051836,0.0,0,iOS,Mumbai,0,1,0,1214.878888888889,685.74,4075.97,9
TXN_002672,2026-09-14 13:06:52.117962,USER_0002,USER_0526,1035.11,Grocery,P2P,Kolkata,Android,Other,13,0,0,0,0.8520273168518855,0.0,0,iOS,Pune,1,1,0,1214.878888888889,685.74,4075.97,9
TXN_002983,2026-09-14 18:17:52.117962,USER_0002,USER_0269,1632.43,Grocery,P2M,Chennai,Android,BHIM,18,0,0,0,1.3436977256992237,0.0,0,Android,Kolkata,0,1,0,1214.878888888889,685.74,4075.97,9
TXN_007115,2026-09-17 15:09:52.117962,USER_0002,USER_0816,282.84,Shopping,P2M,Kolkata,iOS,PhonePe,15,3,0,0,0.23281333027251913,0.0,0,Android,Chennai,1,1,0,1214.878888888889,685.74,4075.97,9
TXN_009425,2026-09-19 05:39:52.117962,USER_0002,USER_0238,4075.97,Education,P2P,Chennai,Android,Other,5,5,1,1,3.3550422492959973,0.0,0,iOS,Kolkata,1,1,0,1214.878888888889,685.74,4075.97,9
TXN_009861,2026-09-19 12:55:52.117962,USER_0002,USER_0951,571.34,Travel,P2M,Delhi,Web,BHIM,12,5,1,0,0.4702855611579024,0.0,0,Android,Chennai,1,1,0,1214.878888888889,685.74,4075.97,9
TXN_001231,2026-09-13 13:05:52.117962,USER_0003,USER_0496,168.71,Travel,P2P,Pune,Android,Other,13,6,1,0,0.1770911330221622,0.0,0,,,0,0,0,952.6733333333333,652.31,1960.44,9
TXN_002080,2026-09-14 03:14:52.117962,USER_0003,USER_0649,1960.44,Shopping,P2M,Mumbai,Web,Google Pay,3,0,0,1,2.057830246114443,0.0,0,Android,Pune,1,1,0,952.6733333333333,652.31,1960.44,9
TXN_002162,2026-09-14 04:36:52.117962,USER_0003,USER_0295,299.32,Healthcare,P2P,Hyderabad,Web,Other,4,0,0,1,0.3141895438100503,0.0,0,Web,Mumbai,0,1,0,952.6733333333333,652.31,1960.44,9
TXN_002917,2026-09-14 17:11:52.117962,USER_0003,USER_0446,1603.91,Entertainment,P2M,Kolkata,Web,PhonePe,17,0,0,0,1.6835886382880458,0.0,0,Web,Hyderabad,0,1,0,952.6733333333333,652.31,1960.44,9
TXN_005196,2026-09-16 07:10:52.117962,USER_0003,USER_0977,135.77,Shopping,P2M,Hyderabad,Android,PhonePe,2,2,0,1,0.14251474797237249,0.0,0,Web,Kolkata,1,1,1,952.6733333333333,652.31,1960.44,9
TXN_005410,2026-09-16 10:44:52.117962,USER_0003,USER_0766,299.74,Healthcare,P2P,Pune,Android,PhonePe,10,2,0,0,0.3146304084646014,0.0,0,Android,Hyderabad,0,1,0,952.6733333333333,652.31,1960.44,9
TXN_006179,2026-09-16 23:33:52.117962,USER_0003,USER_0139,1506.83,Entertainment,P2P,Hyderabad,Web,PhonePe,3,2,0,1,1.5816859224218165,0.0,0,Android,Pune,1,1,1,952.6733333333333,652.31,1960.44,9
TXN_006442,2026-09-17 03:56:52.117962,USER_0003,USER_0206,652.31,Entertainment,P2P,Kolkata,Android,PhonePe,3,3,0,1,0.6847152924052315,0.0,0,Web,Hyderabad,1,1,0,952.6733333333333,652.31,1960.44,9
TXN_009103,2026-09-19 00:17:52.117962,USER_0003,USER_0590,1947.03,Bills,P2P,Mumbai,Android,Other,0,5,1,1,2.0437540675012773,0.0,0,Android,Kolkata,0,1,1,952.6733333333333,652.31,1960.44,9
TXN_001327,2026-09-13 14:41:52.117962,USER_0004,USER_0213,467.31,Healthcare,P2M,Delhi,Android,Google Pay,14,6,1,0,0.1732618203335988,0.0,0,,,0,0,0,2697.132,467.31,12023.49,5
TXN_001817,2026-09-13 22:51:52.117962,USER_0004,USER_0335,12023.49,Entertainment,P2P,Pune,iOS,Google Pay,22,6,1,0,4.457879703329314,0.0,0,Android,Delhi,1,1,1,2697.132,467.31,12023.49,5
TXN_005640,2026-09-16 14:34:52.117962,USER_0004,USER_0103,126.35,Food,P2M,Mumbai,Web,Paytm,14,2,0,0,0.046846057219298125,0.0,0,iOS,Pune,1,1,0,2697.132,467.31,12023.49,5
TXN_007611,2026-09-17 23:25:52.117962,USER_0004,USER_0676,245.38,Grocery,P2M,Pune,Web,Other,23,3,0,0,0.09097812046277305,0.0,0,Web,Mumbai,0,1,0,2697.132,467.31,12023.49,5
TXN_007909,2026-09-18 04:23:52.117962,USER_0004,USER_0566,623.13,Grocery,P2P,Pune,Android,PhonePe,4,4,0,1,0.23103429865501576,0.0,0,Web,Pune,1,0,0,2697.132,467.31,12023.49,5
TXN_000180,2026-09-12 19:34:52.117962,USER_0005,USER_0164,7763.08,Entertainment,P2M,Hyderabad,Android,Google Pay,19,5,1,0,7.165758311094519,0.0,0,,,0,0,1,1083.3577777777778,192.42,7763.08,9
TXN_000579,2026-09-13 02:13:52.117962,USER_0005,USER_0115,192.42,Travel,P2M,Chennai,iOS,Paytm,2,6,1,1,0.1776144538277085,0.0,0,Android,Hyderabad,1,1,0,1083.3577777777778,192.42,7763.08,9
TXN_001002,2026-09-13 09:16:52.117962,USER_0005,USER_0780,190.82,Travel,P2M,Hyderabad,Android,Paytm,9,6,1,0,0.17613756407547726,0.0,0,iOS,Chennai,1,1,0,1083.3577777777778,192.42,7763.08,9
TXN_001170,2026-09-13 12:04:52.117962,USER_0005,USER_0283,59.08,Education,P2M,Chennai,Android,Paytm,12,6,1,0,0.05453415410113823,0.0,0,Android,Hyderabad,0,1,0,1083.3577777777778,192.42,7763.08,9
TXN_001428,2026-09-13 16:22:52.117962,USER_0005,USER_0775,221.34,Entertainment,P2P,Jaipur,Android,BHIM,16,6,1,0,0.20430923609928803,0.0,0,Android,Chennai,0,1,0,1083.3577777777778,192.42,7763.08,9
TXN_005379,2026-09-16 10:13:52.117962,USER_0005,USER_0674,188.91,Healthcare,P2M,Hyderabad,iOS,PhonePe,10,2,0,0,0.17437452693375124,0.0,0,Android,Jaipur,1,1,0,1083.3577777777778,192.42,7763.08,9
TXN_007301,2026-09-17 18:15:52.117962,USER_0005,USER_0068,517.58,Food,P2M,Pune,Android,Paytm,18,3,0,0,0.4777553737249006,0.0,0,iOS,Hyderabad,1,1,0,1083.3577777777778,192.42,7763.08,9
TXN_007386,2026-09-17 19:40:52.117962,USER_0005,USER_0842,177.0,Healthcare,P2M,Chennai,Web,Other,19,3,0,0,0.16338092884058,0.0,0,Android,Pune,1,1,0,1083.3577777777778,192.42,7763.08,9
TXN_007497,2026-09-17 21:31:52.117962,USER_0005,USER_0599,439.99,Grocery,P2P,Pune,Android,BHIM,21,3,0,0,0.4061354513026373,0.0,0,Web,Chennai,1,1,0,1083.3577777777778,192.42,7763.08,9
TXN_001322,2026-09-13 14:36:52.117962,USER_0006,USER_0984,265.32,Entertainment,P2M,Kolkata,Android,Paytm,14,6,1,0,0.8917248829672308,0.0,0,,,0,0,0,297.5357142857143,264.49,518.22,7
TXN_006238,2026-09-17 00:32:52.117962,USER_0006,USER_0875,507.83,Shopping,P2M,Kolkata,Android,PhonePe,0,3,0,1,1.7067867002760773,0.0,0,Android,Kolkata,0,0,0,297.5357142857143,264.49,518.22,7
TXN_007047,2026-09-17 14:01:52.117962,USER_0006,USER_0331,264.49,Shopping,P2P,Kolkata,Web,BHIM,14,3,0,0,0.8889353018845277,0.0,0,Android,Kolkata,1,0,0,297.5357142857143,264.49,518.22,7
TXN_007222,2026-09-17 16:56:52.117962,USER_0006,USER_0557,73.94,Grocery,P2P,Kolkata,Android,Google Pay,16,3,0,0,0.2485079822350258,0.0,0,Web,Kolkata,1,0,0,297.5357142857143,264.49,518.22,7
TXN_007487,2026-09-17 21:21:52.117962,USER_0006,USER_0922,196.39,Food,P2P,Hyderabad,iOS,PhonePe,21,3,0,0,0.6600552154603289,0.0,0,Android,Kolkata,1,1,0,297.5357142857143,264.49,518.22,7
TXN_007614,2026-09-17 23:28:52.117962,USER_0006,USER_0150,256.56,Bills,P2M,Pune,Android,Other,23,3,0,0,0.8622830392509903,0.0,0,iOS,Hyderabad,1,1,0,297.5357142857143,264.49,518.22,7
TXN_007626,2026-09-17 23:40:52.117962,USER_0006,USER_0271,518.22,Food,P2P,Bangalore,Android,PhonePe,23,3,0,0,1.7417068779258194,1.0,0,Android,Pune,0,1,0,297.5357142857143,264.49,518.22,7
TXN_001230,2026-09-13 13:04:52.117962,USER_0007,USER_0757,65.24,Healthcare,P2P,Kolkata,iOS,BHIM,13,6,1,0,0.1273992543937511,0.0,0,,,0,0,0,512.0909090909091,372.02,1709.77,11
TXN_001751,2026-09-13 21:45:52.117962,USER_0007,USER_0110,488.19,Healthcare,P2M,Hyderabad,Android,Other,21,6,1,0,0.9533268240724303,0.0,0,iOS,Kolkata,1,1,0,512.0909090909091,372.02,1709.77,11
TXN_002254,2026-09-14 06:08:52.117962,USER_0007,USER_0454,142.17,Travel,P2P,Pune,Web,PhonePe,6,0,0,0,0.2776264867743653,0.0,0,Android,Hyderabad,1,1,0,512.0909090909091,372.02,1709.77,11
TXN_002341,2026-09-14 07:35:52.117962,USER_0007,USER_0707,223.02,Healthcare,P2P,Pune,iOS,PhonePe,7,0,0,0,0.4355086099769217,0.0,0,Web,Pune,1,0,0,512.0909090909091,372.02,1709.77,11
TXN_002552,2026-09-14 11:06:52.117962,USER_0007,USER_0096,217.74,Food,P2P,Kolkata,iOS,PhonePe,11,0,0,0,0.42519794070655065,0.0,0,iOS,Pune,0,1,0,512.0909090909091,372.02,1709.77,11
TXN_003262,2026-09-14 22:56:52.117962,USER_0007,USER_0442,1033.83,Shopping,P2M,Chennai,iOS,Google Pay,22,0,0,0,2.0188407598082723,0.0,0,iOS,Kolkata,0,1,0,512.0909090909091,372.02,1709.77,11
TXN_004658,2026-09-15 22:12:52.117962,USER_0007,USER_0192,816.4,Food,P2P,Delhi,Android,Paytm,22,1,0,0,1.594248180365702,0.0,0,iOS,Chennai,1,1,0,512.0909090909091,372.02,1709.77,11
TXN_006023,2026-09-16 20:57:52.117962,USER_0007,USER_0973,170.66,Education,P2P,Mumbai,Web,BHIM,20,2,0,0,0.333261139712409,0.0,0,Android,Delhi,1,1,0,512.0909090909091,372.02,1709.77,11
TXN_006355,2026-09-17 02:29:52.117962,USER_0007,USER_0598,1709.77,Bills,P2M,Bangalore,Web,PhonePe,2,3,0,1,3.3388017042428544,0.0,0,Web,Mumbai,0,1,0,512.0909090909091,372.02,1709.77,11
TXN_008279,2026-09-18 10:33:52.117962,USER_0007,USER_0154,393.96,Entertainment,P2P,Mumbai,Android,Paytm,10,4,0,0,0.7693165276051837,0.0,0,Web,Bangalore,1,1,0,512.0909090909091,372.02,1709.77,11
TXN_009015,2026-09-18 22:49:52.117962,USER_0007,USER_0142,372.02,Travel,P2M,Delhi,iOS,Google Pay,22,4,0,0,0.7264725723415586,0.0,0,Android,Mumbai,1,1,0,512.0909090909091,372.02,1709.77,11
TXN_000958,2026-09-13 08:32:52.117962,USER_0008,USER_0920,1321.66,Healthcare,P2P,Mumbai,Android,Other,8,6,1,0,2.3480411785044164,0.0,0,,,0,0,0,562.8776923076923,385.21,1547.23,13
TXN_001207,2026-09-13 12:41:52.117962,USER_0008,USER_0764,211.7,Food,P2P,Pune,Web,Paytm,12,6,1,0,0.37610302005764334,0.0,0,Android,Mumbai,1,1,0,562.8776923076923,385.21,1547.23,13
TXN_001712,2026-09-13 21:06:52.117962,USER_0008,USER_0247,189.78,Healthcare,P2M,Jaipur,Web,BHIM,21,6,1,0,0.33716027938847215,0.0,0,Web,Pune,0,1,0,562.8776923076923,385.21,1547.23,13
TXN_002806,2026-09-14 15:20:52.117962,USER_0008,USER_0753,148.88,Shopping,P2P,Delhi,iOS,Paytm,15,0,0,0,0.2644979576106846,0.0,0,Web,Jaipur,1,1,0,562.8776923076923,385.21,1547.23,13
TXN_003496,2026-09-15 02:50:52.117962,USER_0008,USER_0220,1259.54,Food,P2P,Bangalore,Android,Google Pay,2,1,0,1,2.237679725476637,0.0,0,iOS,Delhi,1,1,0,562.8776923076923,385.21,1547.23,13
TXN_004078,2026-09-15 12:32:52.117962,USER_0008,USER_0842,468.27,Shopping,P2P,Mumbai,Android,PhonePe,12,1,0,0,0.8319214038847078,0.0,0,Android,Bangalore,0,1,0,562.8776923076923,385.21,1547.23,13
TXN_004389,2026-09-15 17:43:52.117962,USER_0008,USER_0432,594.39,Education,P2M,Delhi,Android,BHIM,17,1,0,0,1.0559842895232057,0.0,0,Android,Mumbai,0,1,0,562.8776923076923,385.21,1547.23,13
TXN_005472,2026-09-16 11:46:52.117962,USER_0008,USER_0827,555.11,Food,P2M,Kolkata,Android,Other,11,2,0,0,0.986200035258377,0.0,0,Android,Delhi,0,1,0,562.8776923076923,385.21,1547.23,13
TXN_006805,2026-09-17 09:59:52.117962,USER_0008,USER_0860,385.21,Food,P2M,Mumbai,Web,Paytm,9,3,0,0,0.6843582633746093,0.0,0,Android,Kolkata,1,1,0,562.8776923076923,385.21,1547.23,13
TXN_007457,2026-09-17 20:51:52.117962,USER_0008,USER_0873,243.64,Grocery,P2P,Hyderabad,Android,Paytm,20,3,0,0,0.4328471412699302,0.0,0,Web,Mumbai,1,1,0,562.8776923076923,385.21,1547.23,13
TXN_008161,2026-09-18 08:35:52.117962,USER_0008,USER_0798,302.08,Travel,P2P,Hyderabad,iOS,Google Pay,8,4,0,0,0.5366707619225928,0.0,0,Android,Hyderabad,1,1,1,562.8776923076923,385.21,1547.23,13
TXN_008903,2026-09-18 20:57:52.117962,USER_0008,USER_0100,1547.23,Healthcare,P2P,Delhi,Android,PhonePe,20,4,0,0,2.748785430910664,0.0,0,iOS,Hyderabad,1,1,0,562.8776923076923,385.21,1547.23,13
TXN_009872,2026-09-19 13:06:52.117962,USER_0008,USER_0549,89.92,Healthcare,P2P,Delhi,iOS,BHIM,13,5,1,0,0.15975051281805994,0.0,0,Android,Delhi,1,0,0,562.8776923076923,385.21,1547.23,13
TXN_000376,2026-09-12 22:50:52.117962,USER_0009,USER_0256,197.02,Education,P2M,Chennai,Android,Google Pay,22,5,1,0,0.6627607743758515,0.0,0,,,0,0,0,297.2716666666667,272.795,512.86,6
TXN_000835,2026-09-13 06:29:52.117962,USER_0009,USER_0915,469.44,Shopping,P2M,Kolkata,Web,PhonePe,5,6,1,1,1.5791615974165043,0.0,0,Android,Chennai,1,1,1,297.2716666666667,272.795,512.86,6
TXN_002533,2026-09-14 10:47:52.117962,USER_0009,USER_0726,58.72,Entertainment,P2P,Delhi,Web,Other,10,0,0,0,0.19752975673205764,0.0,0,Web,Kolkata,0,1,0,297.2716666666667,272.795,512.86,6
TXN_007849,2026-09-18 03:23:52.117962,USER_0009,USER_0760,512.86,Bills,P2P,Bangalore,iOS,Paytm,3,4,0,1,1.7252232806131316,0.0,0,Web,Delhi,1,1,0,297.2716666666667,272.795,512.86,6
TXN_008559,2026-09-18 15:13:52.117962,USER_0009,USER_0711,243.62,Education,P2P,Kolkata,Web,BHIM,15,4,0,0,0.8195197434445484,0.0,0,iOS,Bangalore,1,1,0,297.2716666666667,272.795,512.86,6
TXN_009793,2026-09-19 11:47:52.117962,USER_0009,USER_0121,301.97,Entertainment,P2M,Chennai,iOS,BHIM,11,5,1,0,1.0158048474179062,0.0,0,Web,Kolkata,1,1,0,297.2716666666667,272.795,512.86,6
TXN_000996,2026-09-13 09:10:52.117962,USER_0010,USER_0389,196.68,Education,P2M,Hyderabad,Web,BHIM,9,6,1,0,0.26978171320525374,0.0,0,,,0,0,0,729.0338461538462,473.18,3475.4,13
TXN_001373,2026-09-13 15:27:52.117962,USER_0010,USER_0931,246.35,Travel,P2M,Delhi,Web,PhonePe,15,6,1,0,0.3379129807205321,0.0,0,Web,Hyderabad,0,1,0,729.0338461538462,473.18,3475.4,13
TXN_002709,2026-09-14 13:43:52.117962,USER_0010,USER_0940,93.58,Healthcare,P2P,Mumbai,iOS,BHIM,13,0,0,0,0.12836166728568052,0.0,0,Web,Delhi,1,1,0,729.0338461538462,473.18,3475.4,13
TXN_003030,2026-09-14 19:04:52.117962,USER_0010,USER_0230,764.04,Education,P2M,Bangalore,Android,PhonePe,19,0,0,0,1.0480171860755647,14.0,0,iOS,Mumbai,1,1,1,729.0338461538462,473.18,3475.4,13
TXN_003468,2026-09-15 02:22:52.117962,USER_0010,USER_0281,1559.06,Entertainment,P2M,Mumbai,iOS,PhonePe,2,1,0,1,2.1385289698483976,0.0,0,Android,Bangalore,1,1,0,729.0338461538462,473.18,3475.4,13
TXN_003692,2026-09-15 06:06:52.117962,USER_0010,USER_0157,806.19,Bills,P2P,Kolkata,Android,Paytm,6,1,0,0,1.1058334318128102,0.0,0,iOS,Mumbai,1,1,0,729.0338461538462,473.18,3475.4,13
TXN_005031,2026-09-16 04:25:52.117962,USER_0010,USER_0903,222.11,Food,P2M,Delhi,Web,Paytm,4,2,0,1,0.3046634956275112,0.0,0,Android,Kolkata,1,1,0,729.0338461538462,473.18,3475.4,13
TXN_005520,2026-09-16 12:34:52.117962,USER_0010,USER_0203,315.42,Entertainment,P2P,Bangalore,Web,Google Pay,12,2,0,0,0.4326548097376507,8.0,0,Web,Delhi,0,1,1,729.0338461538462,473.18,3475.4,13
TXN_005729,2026-09-16 16:03:52.117962,USER_0010,USER_0374,604.14,Grocery,P2P,Pune,iOS,BHIM,16,2,0,0,0.8286858054495728,0.0,0,Web,Bangalore,1,1,0,729.0338461538462,473.18,3475.4,13
TXN_007297,2026-09-17 18:11:52.117962,USER_0010,USER_0551,473.18,Grocery,P2P,Chennai,Android,Other,18,3,0,0,0.6490507985278725,0.0,0,iOS,Pune,1,1,0,729.0338461538462,473.18,3475.4,13
TXN_008861,2026-09-18 20:15:52.117962,USER_0010,USER_0621,242.02,Entertainment,P2P,Chennai,Android,Other,20,4,0,0,0.33197361312759566,0.0,0,Android,Chennai,0,0,0,729.0338461538462,473.18,3475.4,13
TXN_009426,2026-09-19 05:40:52.117962,USER_0010,USER_0237,3475.4,Entertainment,P2M,Bangalore,iOS,Paytm,5,5,1,1,4.7671312084275925,0.0,0,Android,Chennai,1,1,1,729.0338461538462,473.18,3475.4,13
TXN_009505,2026-09-19 06:59:52.117962,USER_0010,USER_0463,479.27,Bills,P2M,Jaipur,iOS,Other,6,5,1,0,0.6574043201539655,0.0,0,iOS,Bangalore,0,1,0,729.0338461538462,473.18,3475.4,13
TXN_001531,2026-09-13 18:05:52.117962,USER_0011,USER_0734,768.32,Travel,P2M,Chennai,Web,BHIM,18,6,1,0,0.8684476746486117,0.0,0,,,0,0,0,884.705,596.1800000000001,2776.26,6
TXN_001880,2026-09-13 23:54:52.117962,USER_0011,USER_0654,1039.78,Healthcare,P2M,Chennai,Web,Other,23,6,1,0,1.1752844168395113,0.0,0,Web,Chennai,0,0,0,884.705,596.1800000000001,2776.26,6
TXN_002113,2026-09-14 03:47:52.117962,USER_0011,USER_0465,228.01,Shopping,P2M,Jaipur,iOS,Paytm,3,0,0,1,0.2577243261878253,0.0,0,Web,Chennai,1,1,0,884.705,596.1800000000001,2776.26,6
TXN_002474,2026-09-14 09:48:52.117962,USER_0011,USER_0087,71.82,Food,P2P,Delhi,Android,PhonePe,9,0,0,0,0.08117960224029477,0.0,0,iOS,Jaipur,1,1,1,884.705,596.1800000000001,2776.26,6
TXN_006299,2026-09-17 01:33:52.117962,USER_0011,USER_0990,2776.26,Healthcare,P2M,Mumbai,iOS,PhonePe,1,3,0,1,3.13806297014259,0.0,0,Android,Delhi,1,1,0,884.705,596.1800000000001,2776.26,6
TXN_006925,2026-09-17 11:59:52.117962,USER_0011,USER_0110,424.04,Bills,P2M,Hyderabad,Web,BHIM,11,3,0,0,0.4793010099411668,0.0,0,iOS,Mumbai,1,1,0,884.705,596.1800000000001,2776.26,6
TXN_000717,2026-09-13 04:31:52.117962,USER_0012,USER_0002,1534.97,Food,P2P,Delhi,Web,Other,4,6,1,1,0.5488350584333045,0.0,0,,,0,0,0,2796.7783333333336,358.775,32067.9,18
TXN_000948,2026-09-13 08:22:52.117962,USER_0012,USER_0914,376.96,Bills,P2P,Kolkata,Android,BHIM,8,6,1,0,0.1347836528577226,0.0,0,Web,Delhi,1,1,0,2796.7783333333336,358.775,32067.9,18
TXN_001950,2026-09-14 01:04:52.117962,USER_0012,USER_0974,390.27,Grocery,P2P,Kolkata,Web,PhonePe,0,0,0,1,0.1395427000233006,0.0,0,Android,Kolkata,1,0,1,2796.7783333333336,358.775,32067.9,18
TXN_002570,2026-09-14 11:24:52.117962,USER_0012,USER_0141,5998.9,Education,P2P,Chennai,Web,BHIM,11,0,0,0,2.1449322345293718,0.0,0,Web,Kolkata,0,1,1,2796.7783333333336,358.775,32067.9,18
TXN_002772,2026-09-14 14:46:52.117962,USER_0012,USER_0088,340.59,Healthcare,P2M,Hyderabad,Android,PhonePe,14,0,0,0,0.12177940451722127,7.0,0,Web,Chennai,1,1,1,2796.7783333333336,358.775,32067.9,18
TXN_002929,2026-09-14 17:23:52.117962,USER_0012,USER_0821,269.76,Shopping,P2M,Hyderabad,Web,Paytm,17,0,0,0,0.09645383646779299,0.0,0,Android,Hyderabad,1,0,0,2796.7783333333336,358.775,32067.9,18
TXN_003176,2026-09-14 21:30:52.117962,USER_0012,USER_0451,321.33,Entertainment,P2M,Mumbai,iOS,BHIM,21,0,0,0,0.11489290952029924,0.0,0,Web,Hyderabad,1,1,0,2796.7783333333336,358.775,32067.9,18
TXN_003247,2026-09-14 22:41:52.117962,USER_0012,USER_0050,3803.18,Travel,P2M,Pune,Web,Google Pay,22,0,0,0,1.3598432005396683,0.0,0,iOS,Mumbai,1,1,0,2796.7783333333336,358.775,32067.9,18
TXN_003312,2026-09-14 23:46:52.117962,USER_0012,USER_0141,602.19,Travel,P2P,Chennai,iOS,Other,23,0,0,0,0.21531559824488533,0.0,1,Web,Pune,1,1,0,2796.7783333333336,358.775,32067.9,18
TXN_003711,2026-09-15 06:25:52.117962,USER_0012,USER_0773,98.65,Bills,P2P,Kolkata,Android,BHIM,6,1,0,0,0.03527272748942682,0.0,0,iOS,Chennai,1,1,0,2796.7783333333336,358.775,32067.9,18
TXN_005055,2026-09-16 04:49:52.117962,USER_0012,USER_0767,176.67,Healthcare,P2P,Mumbai,Web,Google Pay,4,2,0,1,0.06316911064933639,0.0,0,Android,Kolkata,1,1,0,2796.7783333333336,358.775,32067.9,18
TXN_005285,2026-09-16 08:39:52.117962,USER_0012,USER_0484,2994.3,Entertainment,P2M,Bangalore,Web,Google Pay,8,2,0,0,1.070624712839237,0.0,0,Web,Mumbai,0,1,0,2796.7783333333336,358.775,32067.9,18
